,dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
87,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.385741949081421,15.7302725315094,DCRNN
91,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.3874629735946655,2.763516902923584,DCRNN
95,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.3220359086990356,14.95838975906372,DCRNN
99,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5403965711593628,2.983370065689087,DCRNN
103,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.169271469116211,23.306729078292847,DCRNN
107,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5053181648254397,2.992398738861084,DCRNN
111,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.200114130973816,21.16664361953736,DCRNN
115,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.585310459136963,3.023782968521118,DCRNN
119,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.2282862663269043,18.20026636123657,DCRNN
123,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.6235682964324951,3.004280805587769,DCRNN
127,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.3402074575424194,21.577444553375244,DCRNN
131,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.644329071044922,2.9457099437713623,DCRNN
135,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.114202618598938,22.213176012039185,DCRNN
139,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5621376037597656,3.225758552551269,DCRNN
143,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.1621148586273191,15.443872451782228,DCRNN
147,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.4194673299789429,2.839140176773072,DCRNN
151,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.146718978881836,12.965534687042236,DCRNN
155,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.532594084739685,3.2005062103271484,DCRNN
159,pedalme,IT-STGCN,0.6,rand,4,8.0,nearest,50.0,1.178500771522522,14.120577812194824,DCRNN
163,pedalme,STGCN,0.6,rand,4,8.0,nearest,50.0,1.5847845077514648,2.8416013717651367,DCRNN
